ArrivalDateYear,ArrivalDateDayOfMonth,ArrivalDateWeekNumber,ArrivalDateMonth,Owner,AssignedRoomType,Company,Country,CountryName,CustomerType,DepositType,DistributionChannel,AirBnBType,MarketSegment,Meal,Mealgroup,ReservationStatus,ReservationStatusDate,ReservedRoomType,AmountPaid,Adults,Babies,Children,BookingChanges,DaysInWL,IsCanceled,IsRepeatedGuest,LeadTime,PreviousBookingsNC,PreviousCancellations,RequiredCarParkingSpaces,StaysWeekNights,StaysWeekendNights,Special Requests,Reviews
2015,1,40,October,,D,,PRT,Portugal,Transient,No Deposit,Direct,Non-Prime Location,Direct,HB,Half Board,Check-Out,25/07/24,D,118.5,2,0,1,0,0,0,0,44,0,0,0,3,0,2,1
2015,1,40,October,240,F,,FRA,France,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,04/01/22,E,87,2,0,0,0,0,0,0,19,0,0,0,3,0,1,4
2015,1,40,October,240,C,,NLD,Netherlands,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,29/04/20,A,48.3,1,0,0,0,0,0,0,57,0,0,1,3,0,2,3
2015,1,40,October,240,E,,FRA,France,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,31/03/20,E,93,1,0,0,0,0,0,0,24,0,0,1,3,0,2,3
2015,1,40,October,250,E,,FRA,France,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Check-Out,13/10/23,E,65,2,0,0,0,0,0,0,22,0,0,0,3,1,1,2
2015,1,40,October,240,D,,FRA,France,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,08/05/23,A,56,2,0,0,0,0,0,0,51,0,0,0,3,1,3,3
2015,1,40,October,250,E,,FRA,France,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Check-Out,24/09/24,E,65,2,0,0,0,0,0,0,23,0,0,0,3,1,1,1
2015,1,40,October,115,E,,IRL,Ireland,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,10/07/21,E,66,2,0,0,0,0,0,0,79,0,0,0,3,2,0,3
2015,1,40,October,240,C,,BEL,Belgium,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,HB,Half Board,Check-Out,23/02/24,A,86,2,0,0,1,0,0,0,48,0,0,0,3,2,1,3
2015,1,40,October,,D,,PRT,Portugal,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Check-Out,27/03/20,D,74.4,1,0,1,0,0,0,0,51,0,0,0,3,2,0,2
2015,1,40,October,314,A,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,31/01/24,A,74.2,2,0,0,0,0,0,0,78,0,0,0,5,2,0,5
2015,1,40,October,250,F,,ESP,Spain,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Check-Out,18/02/24,F,103,2,0,0,0,0,0,0,24,0,0,1,5,2,1,3
2015,1,40,October,2,D,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,01/10/23,D,82,2,0,0,0,0,0,0,45,0,0,0,5,2,0,5
2015,1,40,October,240,A,,PRT,Portugal,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Canceled,27/08/20,A,77,1,0,0,0,0,1,0,24,0,0,0,5,2,0,4
2015,1,40,October,243,A,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,09/11/20,A,69.9,2,0,0,0,0,0,0,44,0,0,0,5,2,1,1
2015,1,40,October,243,A,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,11/10/23,A,43.9,2,0,0,0,0,0,0,78,0,0,0,5,2,0,4
2015,1,40,October,240,A,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,10/09/21,A,57.4,2,0,0,0,0,0,0,45,0,0,0,5,2,2,1
2015,1,40,October,147,A,,GBR,United Kingdom,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,17/05/21,A,36.7,2,0,0,0,0,0,0,115,0,0,0,5,2,1,1
2015,1,40,October,243,A,,GBR,United Kingdom,Transient,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,13/08/20,A,63.1,2,0,0,0,0,0,0,50,0,0,0,5,2,2,1
2015,1,40,October,240,A,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,19/09/21,A,47,2,0,0,0,0,0,0,45,0,0,0,5,2,2,3
2015,1,40,October,240,A,,PRT,Portugal,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Canceled,08/12/22,A,50.4,2,0,0,0,0,1,0,103,0,0,0,5,2,0,1
2015,1,40,October,243,D,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,22/02/22,D,55.4,2,0,0,0,0,0,0,145,0,0,0,5,2,0,1
2015,2,40,October,240,F,,ARG,Argentina,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,02/04/23,E,76,2,0,0,0,0,0,0,113,0,0,1,2,0,0,4
2015,2,40,October,240,D,,PRT,Portugal,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,06/06/24,A,56,2,0,0,0,0,0,0,102,0,0,1,2,0,0,5
2015,2,40,October,240,F,,ARG,Argentina,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,06/10/22,E,78,2,0,0,0,0,0,0,113,0,0,0,2,0,0,4
2015,2,40,October,,H,,ESP,Spain,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Check-Out,15/12/22,A,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,3
2015,2,40,October,250,G,,PRT,Portugal,Transient,No Deposit,Direct,Non-Prime Location,Direct,BB,Breakfast,Canceled,14/08/21,G,117,2,0,1,1,0,1,0,29,0,0,0,2,1,0,4
2015,2,40,October,240,G,,PRT,Portugal,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Canceled,17/03/23,G,106,2,0,2,0,0,1,0,115,0,0,0,2,2,0,3
2015,2,40,October,240,E,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,01/06/24,A,47,2,0,0,0,0,0,0,73,0,0,0,2,2,0,5
2015,2,40,October,240,E,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,11/10/24,A,56,2,0,0,1,0,0,0,115,0,0,0,2,2,1,3
2015,2,40,October,240,G,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,04/09/23,G,106,2,0,2,0,0,0,0,115,0,0,0,3,2,1,4
2015,2,40,October,171,A,,LVA,Latvia,Transient-Party,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,12/08/22,A,44.5,2,0,0,0,0,0,0,20,0,0,0,5,2,1,3
2015,2,40,October,71,E,,NLD,Netherlands,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,09/10/21,E,77,1,0,0,0,0,0,0,56,0,0,0,5,2,0,4
2015,2,40,October,240,H,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,15/08/20,A,50.4,2,0,0,0,0,0,0,50,0,0,0,5,2,2,5
2015,2,40,October,171,A,,LVA,Latvia,Transient,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,06/09/24,A,44.5,2,0,0,0,0,0,0,20,0,0,0,5,2,0,3
2015,2,40,October,240,D,,NLD,Netherlands,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,29/11/21,D,59.4,2,0,0,0,0,0,0,53,0,0,0,5,2,1,4
2015,2,40,October,71,D,,NLD,Netherlands,Transient,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Check-Out,28/10/21,D,55.4,2,0,0,1,0,0,0,46,0,0,0,5,2,0,3
2015,2,40,October,171,A,,PRT,Portugal,Transient,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,BB,Breakfast,Canceled,14/11/20,A,44.5,2,0,0,0,0,1,0,23,0,0,0,5,2,0,3
2015,2,40,October,40,A,,GBR,United Kingdom,Contract,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,13/07/22,A,42.2,1,0,0,0,0,0,0,63,0,0,0,5,2,0,1
2015,2,40,October,115,D,,IRL,Ireland,Transient,No Deposit,TA/TO,Non-Prime Location,Offline TA/TO,HB,Half Board,Check-Out,18/08/20,D,72,2,0,0,0,0,0,0,200,0,0,0,5,2,0,2
2015,2,40,October,240,D,,NLD,Netherlands,Transient,No Deposit,TA/TO,Non-Prime Location,Online TA,BB,Breakfast,Check-Out,12/08/24,D,60.9,2,0,0,0,0,0,0,56,0,0,1,6,2,3,4
2015,26,39,September,1,A,,GRC,Greece,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,13/04/20,A,170,1,0,0,2,0,0,0,17,0,0,0,1,1,0,1
2015,27,40,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/09/20,A,170,1,0,0,2,0,0,0,18,0,0,0,0,1,0,5
2015,28,40,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,01/07/20,A,170,1,0,0,2,0,0,0,19,0,0,0,1,1,0,4
2015,27,40,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,22/09/24,A,170,1,0,0,3,0,0,0,18,0,0,0,0,1,0,3
2015,6,37,September,1,A,,FRA,France,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/07/22,A,75,1,0,0,0,0,0,0,1,0,0,0,0,2,0,4
2015,6,37,September,1,A,,FRA,France,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,29/04/22,A,75,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2
2015,6,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,09/03/24,A,75,1,0,0,0,0,0,0,1,0,0,0,0,2,0,5
2015,12,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,22/04/20,A,60,1,0,0,0,0,0,0,68,0,0,0,2,2,0,4
2015,12,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,14/03/20,A,60,1,0,0,0,0,0,0,68,0,0,0,2,2,0,5
2015,19,38,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,23/12/24,A,0,1,0,0,0,0,0,0,75,0,0,0,2,2,0,2
2015,25,39,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,17/11/20,A,170,1,0,0,0,0,0,0,16,0,0,0,2,2,0,2
2015,25,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,02/08/22,A,170,1,0,0,0,0,0,0,16,0,0,0,2,2,0,1
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,27/08/22,A,170,1,0,0,0,0,0,0,16,0,0,0,2,2,0,4
2015,25,39,September,1,A,,BEL,Belgium,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,01/04/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,3
2015,25,39,September,1,A,,FIN,Finland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,05/01/22,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,FIN,Finland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,14/04/22,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,1
2015,25,39,September,1,A,,FIN,Finland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,23/08/23,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,FRA,France,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,08/09/22,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,10/08/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,25/02/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,CHE,Switzerland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/11/24,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,CHE,Switzerland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,26/08/21,A,170,1,0,0,0,0,0,0,4,0,0,0,3,2,0,2
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/08/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,1
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/10/24,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,24/11/20,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/09/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,09/10/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,2
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,30/12/20,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,3
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,01/10/22,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,11/12/21,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,3
2015,25,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,17/02/20,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,5
2015,25,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,26/02/22,A,170,1,0,0,0,0,0,0,16,0,0,0,3,2,0,2
2015,26,39,September,1,A,,IRN,Iran,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,08/02/22,A,170,1,0,0,0,0,0,0,17,0,0,0,1,2,0,2
2015,26,39,September,1,A,,IRN,Iran,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,24/06/21,A,170,1,0,0,0,0,0,0,17,0,0,0,2,2,0,2
2015,26,39,September,1,A,,IRN,Iran,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,01/04/22,A,170,1,0,0,0,0,0,0,17,0,0,0,2,2,0,1
2015,26,39,September,1,A,,IRN,Iran,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,15/10/21,A,170,1,0,0,0,0,0,0,17,0,0,0,2,2,0,4
2015,26,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,09/11/22,A,170,1,0,0,0,0,0,0,17,0,0,0,2,2,0,3
2015,26,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,08/10/20,A,170,1,0,0,0,0,0,0,17,0,0,0,2,2,0,4
2015,5,36,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,10/11/22,A,0,1,0,0,1,0,0,0,3,0,0,0,2,2,0,5
2015,5,36,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,25/03/22,A,60,1,0,0,1,0,0,0,3,0,0,0,2,2,0,2
2015,5,36,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/03/23,A,60,1,0,0,1,0,0,0,61,0,0,0,2,2,0,3
2015,12,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,07/10/23,A,60,1,0,0,1,0,0,0,68,0,0,0,2,2,0,4
2015,12,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,19/01/22,A,60,1,0,0,1,0,0,0,68,0,0,0,2,2,0,1
2015,12,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,30/03/22,A,60,1,0,0,1,0,0,0,68,0,0,0,2,2,0,4
2015,12,37,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,19/08/23,A,60,1,0,0,1,0,0,0,68,0,0,0,2,2,0,3
2015,19,38,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,31/12/21,A,60,1,0,0,1,0,0,0,75,0,0,0,2,2,0,1
2015,24,39,September,1,A,,BEL,Belgium,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,22/10/21,A,170,1,0,0,1,0,0,0,15,0,0,0,4,2,0,4
2015,25,39,September,1,A,,EGY,Egypt,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,08/04/21,A,170,1,0,0,1,0,0,0,16,0,0,0,3,2,0,4
2015,25,39,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,07/03/21,A,170,1,0,0,1,0,0,0,16,0,0,0,3,2,0,1
2015,25,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,03/07/20,A,170,1,0,0,1,0,0,0,16,0,0,0,3,2,0,2
2015,25,39,September,1,A,,BEL,Belgium,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,08/06/24,A,170,1,0,0,1,0,0,0,4,0,0,0,4,2,0,3
2015,26,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,13/05/20,A,170,1,0,0,1,0,0,0,17,0,0,0,1,2,0,3
2015,26,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,07/09/22,A,170,1,0,0,1,0,0,0,17,0,0,0,1,2,0,2
2015,26,39,September,1,A,,DNK,Denmark,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,03/07/21,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,2
2015,26,39,September,1,A,,FRA,France,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,27/07/23,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,4
2015,26,39,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,03/05/24,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,1
2015,26,39,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,06/06/20,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,1
2015,26,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,01/03/20,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,5
2015,26,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,03/02/21,A,170,1,0,0,1,0,0,0,17,0,0,0,2,2,0,3
2015,27,40,September,1,A,,IRL,Ireland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,24/06/20,A,170,1,0,0,1,0,0,0,18,0,0,0,0,2,0,5
2015,27,40,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/09/24,A,170,1,0,0,1,0,0,0,18,0,0,0,0,2,0,1
2015,27,40,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,07/06/20,A,170,1,0,0,1,0,0,0,18,0,0,0,1,2,0,1
2015,27,40,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,02/02/23,A,170,1,0,0,1,0,0,0,18,0,0,0,1,2,0,2
2015,27,40,September,1,A,,CHE,Switzerland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,25/03/23,A,170,1,0,0,1,0,0,0,18,0,0,0,1,2,0,4
2015,27,40,September,1,A,,GBR,United Kingdom,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,12/10/20,A,170,1,0,0,1,0,0,0,18,0,0,0,1,2,0,1
2015,24,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,02/10/24,A,170,1,0,0,2,0,0,0,2,0,0,0,4,2,0,1
2015,25,39,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/07/24,A,170,1,0,0,2,0,0,0,16,0,0,0,3,2,0,2
2015,26,39,September,1,A,,ITA,Italy,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,24/12/24,A,170,1,0,0,2,0,0,0,17,0,0,0,1,2,0,4
2015,26,39,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/12/22,A,170,1,0,0,2,0,0,0,17,0,0,0,1,2,0,1
2015,26,39,September,1,A,,USA,United States,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,03/10/20,A,170,1,0,0,2,0,0,0,17,0,0,0,1,2,0,5
2015,26,39,September,1,A,,IRN,Iran,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,23/11/22,A,170,1,0,0,2,0,0,0,17,0,0,0,2,2,0,1
2015,27,40,September,1,A,,CHE,Switzerland,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,26/06/20,A,170,1,0,0,2,0,0,0,18,0,0,0,0,2,0,5
2015,2,36,September,1,A,,BRA,Brazil,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/08/20,A,60,2,0,0,0,0,0,0,63,0,0,0,3,0,0,1
2015,2,36,September,1,A,,BRA,Brazil,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,18/06/24,A,60,2,0,0,0,0,0,0,63,0,0,0,3,0,0,3
2015,2,36,September,1,A,,BRA,Brazil,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,12/12/20,A,60,2,0,0,0,0,0,0,63,0,0,0,3,0,0,5
2015,2,36,September,1,A,,ESP,Spain,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,04/06/23,A,60,2,0,0,0,0,0,0,63,0,0,0,3,0,0,5
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,20/08/24,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,4
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,16/07/24,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,1
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,06/03/21,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,3
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,22/04/22,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,5
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,02/03/24,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,4
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,22/11/22,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,3
2015,9,37,September,1,A,,PRT,Portugal,Transient-Party,No Deposit,TA/TO,Prime Location,Groups,BB,Breakfast,Check-Out,28/07/20,A,62,2,0,0,0,0,0,0,69,0,0,0,2,0,0,3
2015,5,49,December,10,A,,GBR,United Kingdom,Transient,No Deposit,TA/TO,Prime Location,Online TA,BB,Breakfast,Check-Out,28/09/22,A,69,2,0,0,0,0,0,0,19,0,0,0,2,2,1,3
2015,6,50,December,8,A,,ESP,Spain,Transient,No Deposit,TA/TO,Prime Location,Online TA,BB,Breakfast,Check-Out,18/06/22,A,94.6,2,0,0,0,0,0,0,11,0,0,0,0,2,1,5
2015,27,53,December,9,A,,ESP,Spain,Transient,No Deposit,TA/TO,Prime Location,Online TA,BB,Breakfast,Check-Out,23/02/22,A,103.7,2,0,0,0,0,0,0,9,0,0,0,1,2,1,2
